model_id,estimand,source,variant,outcome,denominator_offset,panel,activity,position,covariates,sex,years,n_obs,df_resid,apc,apc_lo,apc_hi,p_value,beta,se,dispersion,durbin_watson,dw_check,model_family,converged,note_keys,note,hospitals_first,hospitals_last,depth_coef,re_sd,re_sd_lo,re_sd_hi,stable_panel_n,script,label_note
grd_rate:con_rett:observed:all:principal:none:2021-2024,est_grd_rate,src_grd,con_rett,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_none,,2021-2024,4,2,14.183600202850922,4.068019283272606,25.282432058165895,0.0050714137252948,0.1326374949919981,0.0473289125646837,3.3189589410526605,2.111699075750724,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:all:principal:depth:2021-2024,est_grd_rate,src_grd,con_rett,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_depth,,2021-2024,4,1,22.318135471590335,17.67313585833201,27.146490625174778,2.0059752033786083e-24,0.2014551324785269,0.0197526959944674,0.2613855047035636,3.3924161267123525,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|principal_small|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:any:none:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_none,,2019-2024,6,4,36.83975505483323,30.197141452984575,43.82127252946315,4.6592342567776056e-35,0.3136403841082609,0.0253886275470402,36.39399188103321,1.797587965614606,"deviance residuals, chronological",fam_qp,True,not_causal_law|dw_weak,"No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:any:depth:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_depth,,2019-2024,6,3,58.154611411854475,46.506034077686856,70.72935779267127,7.627275071938966e-32,0.4584029218073535,0.0390346417313851,7.687616806741056,3.691472076801659,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:any:disruption:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_disruption,,2019-2024,6,3,33.13787680689906,28.43997499699571,38.007612046511575,5.6933956560026384e-55,0.2862150729857995,0.0183286961917469,14.02422101478952,3.1010426711418333,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:any:depth_disruption:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_depth_disruption,,2019-2024,6,2,62.52020000667562,20.61770245046477,118.97959315762168,0.0014122098179152,0.4856321157895231,0.1521335310855141,11.317629913927526,3.624763181399616,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:any:none:2021-2024,est_grd_rate,src_grd,con_rett,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_none,,2021-2024,4,2,40.70285581318471,32.57018602793052,49.33443353405915,2.554170785505663e-29,0.3414800751059735,0.0303771143300971,19.235779105154503,2.4012095480355926,"deviance residuals, chronological",fam_qp,True,not_causal_law|dw_weak,"No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:any:depth:2021-2024,est_grd_rate,src_grd,con_rett,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_depth,,2021-2024,4,1,53.375904496830714,35.250110169640394,73.93086076392275,2.634056909794272e-11,0.427721614315445,0.0641675403254057,12.085815695892505,3.401289954762295,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:principal:none:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_none,,2019-2024,6,4,16.55663984412903,10.877180654760489,22.527017836566145,1.842539900501795e-09,0.1532071477905474,0.0254873181597496,3.0810130875130928,2.0425069626857857,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:principal:depth:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_depth,,2019-2024,6,3,31.50948388547796,16.89097431804083,47.956199806913034,5.216946380391251e-06,0.2739087838312617,0.0601221827659234,1.644329074433114,1.5234209030238988,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:principal:disruption:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_disruption,,2019-2024,6,3,13.747790887509437,10.741273161359954,16.83593264216794,4.298028830550875e-21,0.128813450885235,0.0136671025101286,0.7305912064651405,1.3705454732098146,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:principal:depth_disruption:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_depth_disruption,,2019-2024,6,2,-0.9660216991154048,-23.92340989227568,28.919143776191248,0.9424881165297224,-0.0097071795779011,0.1345547219655906,0.7147438463400564,2.299901879926076,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:principal:none:2021-2024,est_grd_rate,src_grd,con_rett,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_none,,2021-2024,4,2,17.1470506392857,5.68202008455414,29.855877683862552,0.0025984879148892,0.1582598027143997,0.0525495439590149,4.1206653683601004,2.0910308906664414,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:observed:hospitalisation:principal:depth:2021-2024,est_grd_rate,src_grd,con_rett,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_depth,,2021-2024,4,1,37.98176788267122,27.468862371198455,49.3617179431987,1.687796966938991e-15,0.3219513736486836,0.0404341315379465,0.3885931683593996,3.403443695937795,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|principal_small|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:fixed65:all:any:none:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_none,,2019-2024,6,4,35.8094219911353,29.718649496520143,42.18617888140328,4.6181465827050135e-39,0.3060824081077493,0.0234110034595835,35.09306296981473,1.7104615677690014,"deviance residuals, chronological",fam_qp,True,not_causal_law|dw_weak,"No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:fixed65:all:any:depth:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_depth,,2019-2024,6,3,46.91852185797612,40.86666020637251,53.23038136426368,7.494257268308424e-72,0.384707974049547,0.0214618175214687,6.5639587249845945,3.5844709366144683,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:con_rett:fixed65:all:any:disruption:2019-2024,est_grd_rate,src_grd,con_rett,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_disruption,,2019-2024,6,3,32.74582015082379,28.132121897494457,37.525645455337056,1.6419397952817918e-55,0.2832659870154463,0.0180484128245678,15.899709163311604,2.783507221316365,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
