era,definition,first_principal,last_prior_principal,index_role,patients
2021-2024,TEA_operacional,J353,N47,solo_secundario,2
2021-2024,TEA_operacional,Q201,Q201,solo_secundario,2
2021-2024,TEA_operacional,Q909,Q909,solo_secundario,2
2021-2024,TEA_operacional,G409,G409,principal,2
2021-2024,TEA_operacional,Q039,Q039,solo_secundario,2
2021-2024,TEA_operacional,G409,J128,solo_secundario,2
2021-2024,TEA_operacional,G409,J208,solo_secundario,2
2021-2024,TEA_operacional,G410,G410,solo_secundario,2
2021-2024,TEA_operacional,Q790,Q790,solo_secundario,2
2021-2024,TEA_operacional,J342,J342,solo_secundario,2
2021-2024,TEA_operacional,G419,G409,solo_secundario,2
2021-2024,TEA_operacional,A020,A020,solo_secundario,2
2021-2024,TEA_operacional,N110,N110,solo_secundario,2
2021-2024,TEA_operacional,T433,T433,solo_secundario,2
2021-2024,TEA_operacional,F208,F208,solo_secundario,2
2021-2024,TEA_operacional,A099,N47,solo_secundario,2
2021-2024,TEA_operacional,D27,D27,solo_secundario,2
2021-2024,TEA_operacional,F239,F239,solo_secundario,2
2021-2024,TEA_operacional,T120,T120,solo_secundario,2
2021-2024,TEA_operacional,A499,A499,solo_secundario,2
2021-2024,TEA_operacional,Z291,Z291,solo_secundario,2
2021-2024,TEA_operacional,F232,F232,solo_secundario,2
2021-2024,TEA_operacional,D162,D162,solo_secundario,2
2021-2024,TEA_operacional,F231,F231,solo_secundario,2
2021-2024,TEA_operacional,E109,E109,solo_secundario,2
2021-2024,TEA_operacional,T141,T141,solo_secundario,2
2021-2024,TEA_operacional,T432,T432,principal,2
2021-2024,TEA_operacional,F209,F200,solo_secundario,2
2021-2024,TEA_operacional,B002,B002,solo_secundario,2
2021-2024,TEA_operacional,D069,D069,solo_secundario,2
2021-2024,TEA_operacional,F29,F29,principal,2
2021-2024,TEA_operacional,T427,T427,solo_secundario,2
2021-2024,TEA_operacional,E43,E43,solo_secundario,2
2021-2024,TEA_operacional,Z048,Z048,solo_secundario,2
2021-2024,TEA_operacional,T212,T212,solo_secundario,2
2021-2024,TEA_operacional,T232,T232,solo_secundario,2
2021-2024,TEA_operacional,E46,E46,solo_secundario,2
2021-2024,TEA_operacional,F191,F191,solo_secundario,2
2021-2024,TEA_operacional,Z033,Z033,solo_secundario,2
2021-2024,TEA_operacional,C629,C629,solo_secundario,2
2021-2024,TEA_operacional,F09,F09,principal,2
2021-2024,TEA_operacional,T390,T390,solo_secundario,2
2021-2024,TEA_operacional,T424,T435,solo_secundario,2
2021-2024,TEA_operacional,U071,J690,solo_secundario,2
2021-2024,TEA_operacional,C910,D70,solo_secundario,2
2021-2024,TEA_operacional,F28,F28,solo_secundario,2
2021-2024,TEA_operacional,E872,E872,solo_secundario,2
2021-2024,TEA_operacional,D444,D444,solo_secundario,2
2021-2024,TEA_operacional,S7220,S7220,solo_secundario,2
2021-2024,TEA_operacional,S6260,S6260,solo_secundario,2
2021-2024,TEA_operacional,S8220,S8220,solo_secundario,2
2021-2024,TEA_operacional,T71,T71,solo_secundario,2
2021-2024,TEA_operacional,D593,D593,solo_secundario,2
2021-2024,TEA_operacional,D480,D480,solo_secundario,2
2021-2024,TEA_operacional,S7240,S7240,solo_secundario,2
2021-2024,TEA_operacional,F322,F323,solo_secundario,2
2021-2024,TEA_operacional,T952,T952,solo_secundario,1
2021-2024,TEA_operacional,P590,J210,solo_secundario,1
2021-2024,TEA_operacional,P598,J981,solo_secundario,1
2021-2024,TEA_operacional,P590,K219,solo_secundario,1
2021-2024,TEA_operacional,P590,P590,solo_secundario,1
2021-2024,TEA_operacional,P590,J209,solo_secundario,1
2021-2024,TEA_operacional,P590,R17,solo_secundario,1
2021-2024,TEA_operacional,Q248,J210,solo_secundario,1
2021-2024,TEA_operacional,T886,T782,solo_secundario,1
2021-2024,TEA_operacional,P590,G401,solo_secundario,1
2021-2024,TEA_operacional,P598,J210,solo_secundario,1
2021-2024,TEA_operacional,T814,J129,solo_secundario,1
2021-2024,TEA_operacional,Q234,Q230,solo_secundario,1
2021-2024,TEA_operacional,T742,F322,solo_secundario,1
2021-2024,TEA_operacional,T958,K222,solo_secundario,1
2021-2024,TEA_operacional,T881,U071,solo_secundario,1
2021-2024,TEA_operacional,P599,A379,solo_secundario,1
2021-2024,TEA_operacional,P599,C717,solo_secundario,1
2021-2024,TEA_operacional,Q230,Q230,solo_secundario,1
2021-2024,TEA_operacional,Q224,J00,solo_secundario,1
2021-2024,TEA_operacional,Q220,Q220,solo_secundario,1
2021-2024,TEA_operacional,P599,E806,solo_secundario,1
2021-2024,TEA_operacional,P599,G934,solo_secundario,1
2021-2024,TEA_operacional,P599,J122,solo_secundario,1
2021-2024,TEA_operacional,P599,J205,solo_secundario,1
2021-2024,TEA_operacional,T751,T751,solo_secundario,1
2021-2024,TEA_operacional,P599,J210,solo_secundario,1
2021-2024,TEA_operacional,P551,S018,solo_secundario,1
2021-2024,TEA_operacional,P551,B082,solo_secundario,1
2021-2024,TEA_operacional,P551,J128,solo_secundario,1
2021-2024,TEA_operacional,P391,J46,solo_secundario,1
2021-2024,TEA_operacional,U071,J128,solo_secundario,1
2021-2024,TEA_operacional,P271,P271,solo_secundario,1
2021-2024,TEA_operacional,P284,G473,solo_secundario,1
2021-2024,TEA_operacional,Q255,Q255,solo_secundario,1
2021-2024,TEA_operacional,P284,P284,principal,1
2021-2024,TEA_operacional,U071,J100,solo_secundario,1
2021-2024,TEA_operacional,P293,Q250,solo_secundario,1
2021-2024,TEA_operacional,P360,Q556,solo_secundario,1
2021-2024,TEA_operacional,P364,K409,solo_secundario,1
2021-2024,TEA_operacional,P368,P368,solo_secundario,1
2021-2024,TEA_operacional,P369,B349,solo_secundario,1
2021-2024,TEA_operacional,P369,P369,solo_secundario,1
2021-2024,TEA_operacional,P369,Z548,solo_secundario,1
2021-2024,TEA_operacional,P38,N10,solo_secundario,1
2021-2024,TEA_operacional,Q255,F809,solo_secundario,1
2021-2024,TEA_operacional,P599,K409,solo_secundario,1
2021-2024,TEA_operacional,Q251,S099,solo_secundario,1
2021-2024,TEA_operacional,Q251,Q251,solo_secundario,1
2021-2024,TEA_operacional,P391,Q650,solo_secundario,1
2021-2024,TEA_operacional,P393,N10,solo_secundario,1
2021-2024,TEA_operacional,P393,T407,solo_secundario,1
2021-2024,TEA_operacional,P398,J46,solo_secundario,1
2021-2024,TEA_operacional,U071,F329,solo_secundario,1
2021-2024,TEA_operacional,Q250,J206,solo_secundario,1
2021-2024,TEA_operacional,P399,E162,solo_secundario,1
2021-2024,TEA_operacional,U071,F208,solo_secundario,1
2021-2024,TEA_operacional,T958,T958,solo_secundario,1
2021-2024,TEA_operacional,P399,P399,solo_secundario,1
2021-2024,TEA_operacional,P520,P520,solo_secundario,1
2021-2024,TEA_operacional,Q250,J128,solo_secundario,1
2021-2024,TEA_operacional,P599,J352,solo_secundario,1
2021-2024,TEA_operacional,T856,T850,solo_secundario,1
2021-2024,TEA_operacional,T857,J101,solo_secundario,1
2021-2024,TEA_operacional,Q120,H260,solo_secundario,1
2021-2024,TEA_operacional,Q039,J042,solo_secundario,1
2021-2024,TEA_operacional,Q210,J352,solo_secundario,1
2021-2024,TEA_operacional,T841,T841,solo_secundario,1
2021-2024,TEA_operacional,Q039,T857,solo_secundario,1
2021-2024,TEA_operacional,T840,T840,solo_secundario,1
2021-2024,TEA_operacional,Q039,U071,solo_secundario,1
2021-2024,TEA_operacional,Q040,Q040,solo_secundario,1
2021-2024,TEA_operacional,Q210,H919,solo_secundario,1
2021-2024,TEA_operacional,Q040,Z098,solo_secundario,1
2021-2024,TEA_operacional,T827,I422,solo_secundario,1
2021-2024,TEA_operacional,T814,G409,solo_secundario,1
2021-2024,TEA_operacional,Q057,Q057,solo_secundario,1
2021-2024,TEA_operacional,Q059,Z038,solo_secundario,1
2021-2024,TEA_operacional,Q069,D321,solo_secundario,1
2021-2024,TEA_operacional,Q120,J9609,solo_secundario,1
2021-2024,TEA_operacional,T815,T815,solo_secundario,1
2021-2024,TEA_operacional,Q120,Q120,solo_secundario,1
2021-2024,TEA_operacional,Q123,H405,solo_secundario,1
2021-2024,TEA_operacional,Q150,Q150,solo_secundario,1
2021-2024,TEA_operacional,T825,T828,solo_secundario,1
2021-2024,TEA_operacional,Q210,G409,solo_secundario,1
2021-2024,TEA_operacional,Q172,Q172,solo_secundario,1
2021-2024,TEA_operacional,Q181,Q181,solo_secundario,1
2021-2024,TEA_operacional,Q181,Q638,solo_secundario,1
2021-2024,TEA_operacional,T825,T825,solo_secundario,1
2021-2024,TEA_operacional,Q181,T512,solo_secundario,1
2021-2024,TEA_operacional,Q200,J159,solo_secundario,1
2021-2024,TEA_operacional,T821,T821,solo_secundario,1
2021-2024,TEA_operacional,T818,Q627,solo_secundario,1
2021-2024,TEA_operacional,Q204,R590,solo_secundario,1
2021-2024,TEA_operacional,T848,T848,solo_secundario,1
2021-2024,TEA_operacional,Q038,S015,solo_secundario,1
2021-2024,TEA_operacional,Q038,Q531,solo_secundario,1
2021-2024,TEA_operacional,Q02,Q02,solo_secundario,1
2021-2024,TEA_operacional,P599,R509,solo_secundario,1
2021-2024,TEA_operacional,P700,G008,solo_secundario,1
2021-2024,TEA_operacional,P701,P701,solo_secundario,1
2021-2024,TEA_operacional,T780,T780,solo_secundario,1
2021-2024,TEA_operacional,Q213,Q100,solo_secundario,1
2021-2024,TEA_operacional,P704,A090,solo_secundario,1
2021-2024,TEA_operacional,T850,Z540,solo_secundario,1
2021-2024,TEA_operacional,P704,J121,solo_secundario,1
2021-2024,TEA_operacional,P704,J206,solo_secundario,1
2021-2024,TEA_operacional,Q212,Q251,solo_secundario,1
2021-2024,TEA_operacional,T810,T810,solo_secundario,1
2021-2024,TEA_operacional,Q210,Q210,solo_secundario,1
2021-2024,TEA_operacional,P711,L040,solo_secundario,1
2021-2024,TEA_operacional,P711,P711,solo_secundario,1
2021-2024,TEA_operacional,P728,P728,solo_secundario,1
2021-2024,TEA_operacional,P271,K409,solo_secundario,1
2021-2024,TEA_operacional,P77,P77,solo_secundario,1
2021-2024,TEA_operacional,P77,Z432,solo_secundario,1
2021-2024,TEA_operacional,P781,J121,solo_secundario,1
2021-2024,TEA_operacional,P90,J219,solo_secundario,1
2021-2024,TEA_operacional,P919,G253,solo_secundario,1
2021-2024,TEA_operacional,T850,J46,solo_secundario,1
2021-2024,TEA_operacional,T850,G911,solo_secundario,1
2021-2024,TEA_operacional,P928,E86,solo_secundario,1
2021-2024,TEA_operacional,P942,G823,solo_secundario,1
2021-2024,TEA_operacional,P942,P942,solo_secundario,1
2021-2024,TEA_operacional,P942,R568,solo_secundario,1
2021-2024,TEA_operacional,T813,L929,solo_secundario,1
2021-2024,TEA_operacional,T850,G409,solo_secundario,1
2021-2024,TEA_operacional,S610,K729,solo_secundario,1
2021-2024,TEA_operacional,P221,J129,solo_secundario,1
2021-2024,TEA_operacional,P271,J205,solo_secundario,1
2021-2024,TEA_operacional,N62,N62,solo_secundario,1
2021-2024,TEA_operacional,Z450,Z450,solo_secundario,1
2021-2024,TEA_operacional,Z452,Z452,solo_secundario,1
2021-2024,TEA_operacional,Z458,Q675,solo_secundario,1
2021-2024,TEA_operacional,N835,T391,solo_secundario,1
2021-2024,TEA_operacional,N835,N835,solo_secundario,1
2021-2024,TEA_operacional,N835,F191,solo_secundario,1
2021-2024,TEA_operacional,Z478,F431,solo_secundario,1
2021-2024,TEA_operacional,N948,N948,solo_secundario,1
2021-2024,TEA_operacional,Z488,Z488,solo_secundario,1
2021-2024,TEA_operacional,Z511,A090,solo_secundario,1
2021-2024,TEA_operacional,Z511,Z511,solo_secundario,1
2021-2024,TEA_operacional,Z514,Z137,solo_secundario,1
2021-2024,TEA_operacional,N47,J353,solo_secundario,1
2021-2024,TEA_operacional,N47,J219,solo_secundario,1
2021-2024,TEA_operacional,N940,T432,solo_secundario,1
2021-2024,TEA_operacional,N995,N995,solo_secundario,1
2021-2024,TEA_operacional,Z518,I802,solo_secundario,1
2021-2024,TEA_operacional,O068,O068,solo_secundario,1
2021-2024,TEA_operacional,O688,O688,solo_secundario,1
2021-2024,TEA_operacional,O610,O610,solo_secundario,1
2021-2024,TEA_operacional,O600,O600,solo_secundario,1
2021-2024,TEA_operacional,O266,F29,solo_secundario,1
2021-2024,TEA_operacional,O244,O800,solo_secundario,1
2021-2024,TEA_operacional,O240,O600,solo_secundario,1
2021-2024,TEA_operacional,O036,O036,solo_secundario,1
2021-2024,TEA_operacional,Z432,A418,solo_secundario,1
2021-2024,TEA_operacional,Z302,F329,solo_secundario,1
2021-2024,TEA_operacional,O034,O021,solo_secundario,1
2021-2024,TEA_operacional,Z302,T421,solo_secundario,1
2021-2024,TEA_operacional,O028,O028,solo_secundario,1
2021-2024,TEA_operacional,O021,O021,solo_secundario,1
2021-2024,TEA_operacional,Z432,A080,solo_secundario,1
2021-2024,TEA_operacional,N47,H501,solo_secundario,1
2021-2024,TEA_operacional,Z518,J129,solo_secundario,1
2021-2024,TEA_operacional,P271,B011,solo_secundario,1
2021-2024,TEA_operacional,Z653,Z653,principal,1
2021-2024,TEA_operacional,N185,U071,solo_secundario,1
2021-2024,TEA_operacional,N185,N185,solo_secundario,1
2021-2024,TEA_operacional,N185,A099,solo_secundario,1
2021-2024,TEA_operacional,Z548,Z548,solo_secundario,1
2021-2024,TEA_operacional,Z653,F199,solo_secundario,1
2021-2024,TEA_operacional,N179,M8445,solo_secundario,1
2021-2024,TEA_operacional,N179,K631,solo_secundario,1
2021-2024,TEA_operacional,N200,N201,solo_secundario,1
2021-2024,TEA_operacional,Z762,J111,solo_secundario,1
2021-2024,TEA_operacional,N178,N178,solo_secundario,1
2021-2024,TEA_operacional,N136,N390,solo_secundario,1
2021-2024,TEA_operacional,N135,N133,solo_secundario,1
2021-2024,TEA_operacional,Z762,Z762,solo_secundario,1
2021-2024,TEA_operacional,N132,N132,solo_secundario,1
2021-2024,TEA_operacional,N189,D509,solo_secundario,1
2021-2024,TEA_operacional,N210,N210,solo_secundario,1
2021-2024,TEA_operacional,Z518,Q046,solo_secundario,1
2021-2024,TEA_operacional,N390,N47,solo_secundario,1
2021-2024,TEA_operacional,N433,N433,principal,1
2021-2024,TEA_operacional,N433,C910,solo_secundario,1
2021-2024,TEA_operacional,Z540,T858,solo_secundario,1
2021-2024,TEA_operacional,N432,N432,solo_secundario,1
2021-2024,TEA_operacional,N390,Z033,solo_secundario,1
2021-2024,TEA_operacional,N390,R508,solo_secundario,1
2021-2024,TEA_operacional,Z540,Z540,solo_secundario,1
2021-2024,TEA_operacional,N319,N319,solo_secundario,1
2021-2024,TEA_operacional,N390,N390,principal,1
2021-2024,TEA_operacional,N390,J069,solo_secundario,1
2021-2024,TEA_operacional,N390,E870,solo_secundario,1
2021-2024,TEA_operacional,N390,D570,solo_secundario,1
2021-2024,TEA_operacional,N390,A080,solo_secundario,1
2021-2024,TEA_operacional,N319,Z518,solo_secundario,1
2021-2024,TEA_operacional,O800,O800,solo_secundario,1
2021-2024,TEA_operacional,O992,O266,solo_secundario,1
2021-2024,TEA_operacional,O993,F329,solo_secundario,1
2021-2024,TEA_operacional,P220,J210,solo_secundario,1
2021-2024,TEA_operacional,P220,P912,solo_secundario,1
2021-2024,TEA_operacional,Z033,Z038,solo_secundario,1
2021-2024,TEA_operacional,Z035,Z035,solo_secundario,1
2021-2024,TEA_operacional,Z038,A099,solo_secundario,1
2021-2024,TEA_operacional,P220,J981,solo_secundario,1
2021-2024,TEA_operacional,P220,J9609,solo_secundario,1
2021-2024,TEA_operacional,P220,J209,solo_secundario,1
2021-2024,TEA_operacional,P220,R568,solo_secundario,1
2021-2024,TEA_operacional,Z038,G408,solo_secundario,1
2021-2024,TEA_operacional,P220,J121,solo_secundario,1
2021-2024,TEA_operacional,P220,J120,solo_secundario,1
2021-2024,TEA_operacional,P220,J040,solo_secundario,1
2021-2024,TEA_operacional,P220,J00,solo_secundario,1
2021-2024,TEA_operacional,P220,G473,solo_secundario,1
2021-2024,TEA_operacional,P220,Q532,solo_secundario,1
2021-2024,TEA_operacional,P220,R620,solo_secundario,1
2021-2024,TEA_operacional,O993,O820,solo_secundario,1
2021-2024,TEA_operacional,P228,P228,solo_secundario,1
2021-2024,TEA_operacional,P251,J209,solo_secundario,1
2021-2024,TEA_operacional,P239,J209,solo_secundario,1
2021-2024,TEA_operacional,P239,J128,solo_secundario,1
2021-2024,TEA_operacional,P229,A085,solo_secundario,1
2021-2024,TEA_operacional,U071,J189,solo_secundario,1
2021-2024,TEA_operacional,U071,J210,solo_secundario,1
2021-2024,TEA_operacional,P228,J123,solo_secundario,1
2021-2024,TEA_operacional,P220,T850,solo_secundario,1
2021-2024,TEA_operacional,U071,O680,solo_secundario,1
2021-2024,TEA_operacional,Q256,R560,solo_secundario,1
2021-2024,TEA_operacional,U071,U071,principal,1
2021-2024,TEA_operacional,P221,G473,solo_secundario,1
2021-2024,TEA_operacional,Z018,Z518,solo_secundario,1
2021-2024,TEA_operacional,Z033,G409,solo_secundario,1
2021-2024,TEA_operacional,Z038,J208,solo_secundario,1
2021-2024,TEA_operacional,Z038,K913,solo_secundario,1
2021-2024,TEA_operacional,Z038,T881,solo_secundario,1
2021-2024,TEA_operacional,P051,G404,solo_secundario,1
2021-2024,TEA_operacional,Z138,A084,solo_secundario,1
2021-2024,TEA_operacional,P070,J205,solo_secundario,1
2021-2024,TEA_operacional,P051,N390,solo_secundario,1
2021-2024,TEA_operacional,P051,K219,solo_secundario,1
2021-2024,TEA_operacional,Z138,K092,solo_secundario,1
2021-2024,TEA_operacional,P051,J129,solo_secundario,1
2021-2024,TEA_operacional,P051,E45,solo_secundario,1
2021-2024,TEA_operacional,P220,E46,solo_secundario,1
2021-2024,TEA_operacional,Z201,Z201,solo_secundario,1
2021-2024,TEA_operacional,Z291,G409,solo_secundario,1
2021-2024,TEA_operacional,P008,J129,solo_secundario,1
2021-2024,TEA_operacional,Z291,G700,solo_secundario,1
2021-2024,TEA_operacional,P008,J122,solo_secundario,1
2021-2024,TEA_operacional,O996,O300,solo_secundario,1
2021-2024,TEA_operacional,P071,P073,solo_secundario,1
2021-2024,TEA_operacional,P071,R560,solo_secundario,1
2021-2024,TEA_operacional,P073,J690,solo_secundario,1
2021-2024,TEA_operacional,P073,J9609,solo_secundario,1
2021-2024,TEA_operacional,P073,P071,solo_secundario,1
2021-2024,TEA_operacional,P073,Q542,solo_secundario,1
2021-2024,TEA_operacional,P073,R068,solo_secundario,1
2021-2024,TEA_operacional,P130,J209,solo_secundario,1
2021-2024,TEA_operacional,Z137,Z137,solo_secundario,1
2021-2024,TEA_operacional,P209,P598,solo_secundario,1
2021-2024,TEA_operacional,Z098,J209,solo_secundario,1
2021-2024,TEA_operacional,P210,J206,solo_secundario,1
2021-2024,TEA_operacional,P210,J209,solo_secundario,1
2021-2024,TEA_operacional,Z090,Z090,solo_secundario,1
2021-2024,TEA_operacional,P219,J210,solo_secundario,1
2021-2024,TEA_operacional,P220,A082,solo_secundario,1
2021-2024,TEA_operacional,P220,A099,solo_secundario,1
2021-2024,TEA_operacional,T71,Q899,solo_secundario,1
2021-2024,TEA_operacional,T633,T633,solo_secundario,1
2021-2024,TEA_operacional,Q270,Q270,solo_secundario,1
2021-2024,TEA_operacional,T185,T391,solo_secundario,1
2021-2024,TEA_operacional,R568,N47,solo_secundario,1
2021-2024,TEA_operacional,R568,J128,solo_secundario,1
2021-2024,TEA_operacional,R568,J00,solo_secundario,1
2021-2024,TEA_operacional,R568,H500,solo_secundario,1
2021-2024,TEA_operacional,R568,G409,solo_secundario,1
2021-2024,TEA_operacional,R568,G401,solo_secundario,1
2021-2024,TEA_operacional,R560,R560,principal,1
2021-2024,TEA_operacional,R568,Q531,solo_secundario,1
2021-2024,TEA_operacional,R560,J204,solo_secundario,1
2021-2024,TEA_operacional,R560,J158,solo_secundario,1
2021-2024,TEA_operacional,T202,J121,solo_secundario,1
2021-2024,TEA_operacional,T202,L928,solo_secundario,1
2021-2024,TEA_operacional,T211,T211,solo_secundario,1
2021-2024,TEA_operacional,R560,J00,solo_secundario,1
2021-2024,TEA_operacional,T173,T173,solo_secundario,1
2021-2024,TEA_operacional,R568,R568,principal,1
2021-2024,TEA_operacional,R560,B340,solo_secundario,1
2021-2024,TEA_operacional,S018,S018,solo_secundario,1
2021-2024,TEA_operacional,S0231,Z470,solo_secundario,1
2021-2024,TEA_operacional,S0221,S0221,solo_secundario,1
2021-2024,TEA_operacional,S0220,S0220,solo_secundario,1
2021-2024,TEA_operacional,S0210,S0210,solo_secundario,1
2021-2024,TEA_operacional,S0210,J450,solo_secundario,1
2021-2024,TEA_operacional,S0210,G408,solo_secundario,1
2021-2024,TEA_operacional,S017,S017,solo_secundario,1
2021-2024,TEA_operacional,T143,T143,solo_secundario,1
2021-2024,TEA_operacional,S009,Z048,solo_secundario,1
2021-2024,TEA_operacional,S008,J121,solo_secundario,1
2021-2024,TEA_operacional,R631,N47,solo_secundario,1
2021-2024,TEA_operacional,R628,R628,solo_secundario,1
2021-2024,TEA_operacional,T141,F608,solo_secundario,1
2021-2024,TEA_operacional,R590,L048,solo_secundario,1
2021-2024,TEA_operacional,R560,G409,solo_secundario,1
2021-2024,TEA_operacional,T220,T748,solo_secundario,1
2021-2024,TEA_operacional,S0270,S0270,solo_secundario,1
2021-2024,TEA_operacional,R161,R161,solo_secundario,1
2021-2024,TEA_operacional,R451,F431,solo_secundario,1
2021-2024,TEA_operacional,R42,R42,solo_secundario,1
2021-2024,TEA_operacional,R270,K529,solo_secundario,1
2021-2024,TEA_operacional,R268,R268,solo_secundario,1
2021-2024,TEA_operacional,T383,T383,solo_secundario,1
2021-2024,TEA_operacional,R17,G919,solo_secundario,1
2021-2024,TEA_operacional,R13,J123,solo_secundario,1
2021-2024,TEA_operacional,R451,R451,principal,1
2021-2024,TEA_operacional,R11,T850,solo_secundario,1
2021-2024,TEA_operacional,T391,T432,solo_secundario,1
2021-2024,TEA_operacional,R11,L511,solo_secundario,1
2021-2024,TEA_operacional,R11,F431,solo_secundario,1
2021-2024,TEA_operacional,T393,F438,solo_secundario,1
2021-2024,TEA_operacional,R100,R100,solo_secundario,1
2021-2024,TEA_operacional,T368,T368,solo_secundario,1
2021-2024,TEA_operacional,R451,R451,solo_secundario,1
2021-2024,TEA_operacional,R51,R51,solo_secundario,1
2021-2024,TEA_operacional,R463,R463,principal,1
2021-2024,TEA_operacional,R509,K918,solo_secundario,1
2021-2024,TEA_operacional,R509,K598,solo_secundario,1
2021-2024,TEA_operacional,T233,T233,solo_secundario,1
2021-2024,TEA_operacional,R509,J121,solo_secundario,1
2021-2024,TEA_operacional,R509,D761,solo_secundario,1
2021-2024,TEA_operacional,R508,R508,solo_secundario,1
2021-2024,TEA_operacional,T242,T242,solo_secundario,1
2021-2024,TEA_operacional,R451,Z046,solo_secundario,1
2021-2024,TEA_operacional,R458,R451,solo_secundario,1
2021-2024,TEA_operacional,R458,F609,solo_secundario,1
2021-2024,TEA_operacional,T292,T242,solo_secundario,1
2021-2024,TEA_operacional,R458,F603,solo_secundario,1
2021-2024,TEA_operacional,R458,F322,solo_secundario,1
2021-2024,TEA_operacional,T360,T360,solo_secundario,1
2021-2024,TEA_operacional,S0250,K047,solo_secundario,1
2021-2024,TEA_operacional,T140,T140,solo_secundario,1
2021-2024,TEA_operacional,Q273,Q273,solo_secundario,1
2021-2024,TEA_operacional,S8210,S8210,solo_secundario,1
2021-2024,TEA_operacional,S519,S501,solo_secundario,1
2021-2024,TEA_operacional,S519,F603,solo_secundario,1
2021-2024,TEA_operacional,S519,F329,solo_secundario,1
2021-2024,TEA_operacional,S519,F322,solo_secundario,1
2021-2024,TEA_operacional,S518,F501,solo_secundario,1
2021-2024,TEA_operacional,S7290,S7290,solo_secundario,1
2021-2024,TEA_operacional,S517,S517,principal,1
2021-2024,TEA_operacional,S5200,S5200,solo_secundario,1
2021-2024,TEA_operacional,S8230,S8220,solo_secundario,1
2021-2024,TEA_operacional,S517,F412,solo_secundario,1
2021-2024,TEA_operacional,S8240,S8240,solo_secundario,1
2021-2024,TEA_operacional,S4240,K029,solo_secundario,1
2021-2024,TEA_operacional,S4240,A86,solo_secundario,1
2021-2024,TEA_operacional,S4230,S4230,principal,1
2021-2024,TEA_operacional,S519,T391,principal,1
2021-2024,TEA_operacional,S5231,S5231,solo_secundario,1
2021-2024,TEA_operacional,S4220,S4220,solo_secundario,1
2021-2024,TEA_operacional,S619,S619,solo_secundario,1
2021-2024,TEA_operacional,S561,S561,solo_secundario,1
2021-2024,TEA_operacional,S530,S530,solo_secundario,1
2021-2024,TEA_operacional,S618,F609,solo_secundario,1
2021-2024,TEA_operacional,S5280,Z470,solo_secundario,1
2021-2024,TEA_operacional,S618,S618,solo_secundario,1
2021-2024,TEA_operacional,S5270,Z470,solo_secundario,1
2021-2024,TEA_operacional,S5260,T842,solo_secundario,1
2021-2024,TEA_operacional,S681,S681,solo_secundario,1
2021-2024,TEA_operacional,S6251,S6251,solo_secundario,1
2021-2024,TEA_operacional,S6261,S6261,solo_secundario,1
2021-2024,TEA_operacional,S5250,S5280,solo_secundario,1
2021-2024,TEA_operacional,S678,S678,solo_secundario,1
2021-2024,TEA_operacional,S5250,S5250,principal,1
2021-2024,TEA_operacional,S5250,S5241,solo_secundario,1
2021-2024,TEA_operacional,S4230,M8664,solo_secundario,1
2021-2024,TEA_operacional,S4200,S4200,solo_secundario,1
2021-2024,TEA_operacional,S0290,S0290,solo_secundario,1
2021-2024,TEA_operacional,S0640,S0640,solo_secundario,1
2021-2024,TEA_operacional,S9250,S9250,solo_secundario,1
2021-2024,TEA_operacional,S0690,G403,solo_secundario,1
2021-2024,TEA_operacional,S0660,S0660,solo_secundario,1
2021-2024,TEA_operacional,S0650,Z518,solo_secundario,1
2021-2024,TEA_operacional,S0650,S0650,solo_secundario,1
2021-2024,TEA_operacional,S0641,S0641,solo_secundario,1
2021-2024,TEA_operacional,S0620,S0620,solo_secundario,1
2021-2024,TEA_operacional,S109,F323,solo_secundario,1
2021-2024,TEA_operacional,S0600,S5200,solo_secundario,1
2021-2024,TEA_operacional,S0600,S0600,solo_secundario,1
2021-2024,TEA_operacional,S058,H270,solo_secundario,1
2021-2024,TEA_operacional,S053,S053,solo_secundario,1
2021-2024,TEA_operacional,S051,S051,solo_secundario,1
2021-2024,TEA_operacional,S033,S033,solo_secundario,1
2021-2024,TEA_operacional,S098,S098,solo_secundario,1
2021-2024,TEA_operacional,S152,C910,solo_secundario,1
2021-2024,TEA_operacional,S8280,Q401,solo_secundario,1
2021-2024,TEA_operacional,S3240,S3240,solo_secundario,1
2021-2024,TEA_operacional,S411,T432,solo_secundario,1
2021-2024,TEA_operacional,S8280,Z518,solo_secundario,1
2021-2024,TEA_operacional,S410,S410,solo_secundario,1
2021-2024,TEA_operacional,S3700,S3700,solo_secundario,1
2021-2024,TEA_operacional,S910,S910,principal,1
2021-2024,TEA_operacional,S911,S911,solo_secundario,1
2021-2024,TEA_operacional,S3200,S3200,principal,1
2021-2024,TEA_operacional,S199,S199,solo_secundario,1
2021-2024,TEA_operacional,S913,S913,solo_secundario,1
2021-2024,TEA_operacional,S9230,T844,solo_secundario,1
2021-2024,TEA_operacional,S315,S315,solo_secundario,1
2021-2024,TEA_operacional,S311,S311,solo_secundario,1
2021-2024,TEA_operacional,S301,N47,solo_secundario,1
2021-2024,TEA_operacional,S2200,T424,solo_secundario,1
2021-2024,TEA_operacional,R068,R568,solo_secundario,1
2021-2024,TEA_operacional,R068,G409,solo_secundario,1
2021-2024,TEA_operacional,T393,F500,solo_secundario,1
2021-2024,TEA_operacional,Q447,Q447,solo_secundario,1
2021-2024,TEA_operacional,Q531,J128,solo_secundario,1
