Year,Level,Microdata file,Encoding,Dictionary,Questionnaire,Variable,Role,Question wording (verbatim Spanish),Observed codes,Value labels,Note
2019,parvularia,EV_2019_JUNAEB_parvularia_desidentificada.csv,utf-8,diccionario parvularia 2019.xlsx,ENCUESTA PARVULARIA 2019.pdf,diagnostico_dislipid,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Dislipidemia como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=364911; Y=56,,
2019,parvularia,EV_2019_JUNAEB_parvularia_desidentificada.csv,utf-8,diccionario parvularia 2019.xlsx,ENCUESTA PARVULARIA 2019.pdf,diagnostico_alergia,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Alergia alimentaria como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=361302; Y=3665,,
2019,parvularia,EV_2019_JUNAEB_parvularia_desidentificada.csv,utf-8,diccionario parvularia 2019.xlsx,ENCUESTA PARVULARIA 2019.pdf,diagnostico_otro,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de OTRA como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=334902; Y=30065,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_enfermed_cronic,filter: prolonged medical diagnosis,"El/la estudiante, ¿ha sido diagnosticado/a por un médico con alguna enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo?",NO=162724; SÍ=48503; NO SABE=6277; sin dato=2,,Pregunta filtro; las categorías solo se marcan si la respuesta es Sí
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,absent,ASD category,absent: the item on a diagnosed illness or chronic condition has no autism spectrum disorder category,,,"Sin categoría TEA en 2019; categorías disponibles: diag_asma, diag_broncopulmonar, diag_diabet_tipo1, diag_diabet_tipo2, diag_epilepsia, diag_obesidad, diag_enfceliaca, diag_dislipidemia, diag_alergia_alimen, diag_otro"
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,absent,expansion weight,No se publica factor de expansión para este año,,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,sexo,sex,SEXO (registro administrativo),M=113727; F=103779,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,ds_grado,grade,Glosa del curso,1° BÁSICO=201207; 3° básico=2265; 4° básico=2135; 8° básico=2118; 2° básico=2079; 1° básico=2072,,Grados presentes en el archivo
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_asma,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Asma como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=202760; Y=14746,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_broncopulmonar,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Bronco Pulmonar como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=207969; Y=9537,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_diabet_tipo1,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Diabetes tipo I como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=217303; Y=203,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_diabet_tipo2,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Diabetes tipo II como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=217469; Y=37,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_epilepsia,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Epilepsia como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=214460; Y=3046,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_obesidad,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Obesidad como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=214576; Y=2930,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_enfceliaca,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Enfermedad Celiaca como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=217273; Y=233,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_dislipidemia,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Dislipidemia como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=217453; Y=53,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_alergia_alimen,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Alergia alimentaria como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=215500; Y=2006,,
2019,basico1,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,utf-8,diccionario 1 básico 2019.xlsx,ENCUESTA 1RO BASICO 2019.pdf,diag_otro,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de OTRA como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=195804; Y=21702,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_enfermedad_cron,filter: prolonged medical diagnosis,"El/la estudiante, ¿ha sido diagnosticado/a por un médico con alguna enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo?",NO=159849; SÍ=42354; NO SABE=6643,,Pregunta filtro; las categorías solo se marcan si la respuesta es Sí
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,absent,ASD category,absent: the item on a diagnosed illness or chronic condition has no autism spectrum disorder category,,,"Sin categoría TEA en 2019; categorías disponibles: diag_asma, diag_broncopulmonar, diag_diabet_1, diag_diabet_2, diag_epilepsia, diag_obesidad, diag_enfceliaca, diag_dislipidemia, diag_alergia_alimen, diag_otro"
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,absent,expansion weight,No se publica factor de expansión para este año,,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,sexo,sex,Sexo (registro administrativo),M=106437; F=102409,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,ds_grado,grade,Glosa del curso,5° BÁSICO=208846,,Grados presentes en el archivo
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_asma,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Asma como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=195287; Y=13559,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_broncopulmonar,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Bronco Pulmonar como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=203840; Y=5006,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_diabet_1,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Diabetes tipo I como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=208415; Y=431,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_diabet_2,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Diabetes tipo II como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=208772; Y=74,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_epilepsia,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Epilepsia como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=207673; Y=1173,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_obesidad,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Obesidad como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=205203; Y=3643,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_enfceliaca,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Enfermedad Celiaca como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=208656; Y=190,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_dislipidemia,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Dislipidemia como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=208729; Y=117,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_alergia_alimen,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Alergia alimentaria como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=207197; Y=1649,,
2019,basico5,EV_2019_JUNAEB_5to_basico_desidentificada.csv,utf-8,diccionario 5 básico 2019.xlsx,05 ENCUESTA 5TO BASICO 2019.pdf,diag_otro,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de OTRA como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=187841; Y=21005,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_enfermedcronica,filter: prolonged medical diagnosis,"El/la estudiante, ¿ha sido diagnosticado/a por un médico con alguna enfermedad o condición de salud que requiera tratamiento médico o medicamento por un largo período de tiempo?",NO=151187; SÍ=46613; NO SABE=8864; sin dato=1,,Pregunta filtro; las categorías solo se marcan si la respuesta es Sí
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,absent,ASD category,absent: the item on a diagnosed illness or chronic condition has no autism spectrum disorder category,,,"Sin categoría TEA en 2019; categorías disponibles: diag_asma, diag_broncopulmonar, diag_diabet_1, diag_diabet_2, diag_epilepsia, diag_obesidad, diag_enfceliaca, diag_dislipidemia, diag_alergia_alimen, diag_otro"
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,absent,expansion weight,No se publica factor de expansión para este año,,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,sexo,sex,Sexo (registro administrativo),M=106484; F=100181,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,ds_grado,grade,Glosa del curso,1° MEDIO=194361; Laboral 1=6752; Laboral 2=3619; Laboral 3=1933,,Grados presentes en el archivo
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_asma,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Asma como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=195568; Y=11097,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_broncopulmonar,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Bronco Pulmonar como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=203627; Y=3038,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_diabet_1,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Diabetes tipo I como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=205714; Y=951,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_diabet_2,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Diabetes tipo II como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=206350; Y=315,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_epilepsia,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Epilepsia como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=203921; Y=2744,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_obesidad,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Obesidad como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=203420; Y=3245,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_enfceliaca,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Enfermedad Celiaca como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=206419; Y=246,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_dislipidemia,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Dislipidemia como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=206553; Y=112,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_alergia_alimen,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de Alergia alimentaria como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=205189; Y=1476,,
2019,medio1,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,utf-8,diccionario 1 medio 2019.xlsx,ENCUESTA 1RO MEDIO 2019.pdf,diag_otro,other item category,Respuesta a si el/la estudiante ha sido diagnosticado/a por un médico de OTRA como enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo.,sin dato=178197; Y=28468,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diag_enfermedad_cron,filter: prolonged medical diagnosis,"El/la niño/a, ¿ha sido diagnosticado/a por un médico con alguna enfermedad o condición de salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo?",NO=268607; SÍ=57876; NO SABE=11434,,Pregunta filtro; las categorías solo se marcan si la respuesta es Sí
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,absent,ASD category,absent: the item on a diagnosed illness or chronic condition has no autism spectrum disorder category,,,"Sin categoría TEA en 2020; categorías disponibles: diagnostico_asma, diagnostico_broncopu, diagnostico_diabet_1, diagnostico_diabet_2, diagnostico_epilepsi, diagnostico_obesidad, diagnostico_enfcelia, diagnostico_dislipid, diagnostico_alergia, diagnostico_otro"
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,absent,expansion weight,No se publica factor de expansión para este año,,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,sexo,sex,Sexo del estudiante,M=172850; F=165067,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,ds_grado,grade,Grado,KINDER=176196; PRE-KINDER=158978; Nivel de Transición 2=1394; Nivel de Transición 1=1349,,Grados presentes en el archivo
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_asma,other item category,diagnostico_asma,sin dato=320619; Y=17298,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_broncopu,other item category,diagnostico_broncopu,sin dato=324897; Y=13020,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_diabet_1,other item category,diagnostico_diabet_1,sin dato=337772; Y=145,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_diabet_2,other item category,diagnostico_diabet_2,sin dato=337899; Y=18,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_epilepsi,other item category,diagnostico_epilepsi,sin dato=336215; Y=1702,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_obesidad,other item category,diagnostico_obesidad,sin dato=335799; Y=2118,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_enfcelia,other item category,diagnostico_enfcelia,sin dato=337718; Y=199,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_dislipid,other item category,diagnostico_dislipid,sin dato=337868; Y=49,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_alergia,other item category,diagnostico_alergia,sin dato=334374; Y=3543,,
2020,parvularia,EV_2020_JUNAEB_parvularia_desidentificada.csv,utf-8,,ENCUESTA PARVULARIA 2020.pdf,diagnostico_otro,other item category,diagnostico_otro,sin dato=312510; Y=25407,,
2020,basico1,EV_2020_JUNAEB_1ero_basico_desidentificada.csv,utf-8,,ENCUESTA 1RO BASICO 2020.pdf,diag_enfermed_cronic,filter: prolonged medical diagnosis,"El/la niño/a, ¿ha sido diagnosticado/a por un médico con alguna enfermedad o condición de Sí salud que requiera tratamiento médico o medicamento por un periodo prolongado de tiempo?",NO=139624; SÍ=33828; NO SABE=5748; sin dato=1,,Pregunta filtro; las categorías solo se marcan si la respuesta es Sí
2020,basico1,EV_2020_JUNAEB_1ero_basico_desidentificada.csv,utf-8,,ENCUESTA 1RO BASICO 2020.pdf,absent,ASD category,absent: the item on a diagnosed illness or chronic condition has no autism spectrum disorder category,,,"Sin categoría TEA en 2020; categorías disponibles: diag_asma, diag_broncopulmonar, diag_diabet_tipo1, diag_diabet_tipo2, diag_epilepsia, diag_obesidad, diag_enfceliaca, diag_dislipidemia, diag_alergia_alimen, diag_otro"
2020,basico1,EV_2020_JUNAEB_1ero_basico_desidentificada.csv,utf-8,,ENCUESTA 1RO BASICO 2020.pdf,absent,expansion weight,No se publica factor de expansión para este año,,,
2020,basico1,EV_2020_JUNAEB_1ero_basico_desidentificada.csv,utf-8,,ENCUESTA 1RO BASICO 2020.pdf,sexo,sex,Sexo del estudiante,M=93204; F=85997,,
2020,basico1,EV_2020_JUNAEB_1ero_basico_desidentificada.csv,utf-8,,ENCUESTA 1RO BASICO 2020.pdf,ds_grado,grade,Grado,1° BÁSICO=177486; 1° básico=1715,,Grados presentes en el archivo
2020,basico1,EV_2020_JUNAEB_1ero_basico_desidentificada.csv,utf-8,,ENCUESTA 1RO BASICO 2020.pdf,diag_asma,other item category,diag_asma,sin dato=168509; Y=10692,,
