source_id,file,relative_path,bytes,sha256,downloaded_or_version_date,observation_unit,period,population_covered,geography,codes_columns_used,stock_or_flow,possible_denominator,definition_breaks,linkage_restrictions,use_rule,root,artefact_role,provider,source_container,manifest_source,manifest_sha256,sha256_matches_manifest,manifest_bytes,bytes_match_manifest,file_mtime_utc,landing_url
rem_serie_p_dictionary,DICCIONARIO CODIGOS SP_25_V1.2.xlsm,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,439113,a0c41193a3fa58d8cd98fe39a9d3d84131d92d7986155a3224cc7e5819757a3a,2026-09-04 (manifest_extract_rem_series_p.csv processed_at_utc),"Annual Serie P code dictionary (sheets P2, P6, ...)",2025,not applicable (metadata),not applicable,"Sheets P2 and P6: code, label, section, COL01..COLnn (sex/age headers)",not applicable (dictionary),not applicable,Taxonomic break of P6 in 2021; P2501878 added in 2023,not applicable,Confirm P2/P6 codes and column meaning for each year before extraction,ASESORIAS_DATA_ROOT,dictionary,"DEIS, Ministerio de Salud",,REM/SerieP/manifest_extract_rem_series_p.csv,a0c41193a3fa58d8cd98fe39a9d3d84131d92d7986155a3224cc7e5819757a3a,True,439113,True,2026-09-04,https://deis.minsal.cl/#datosabiertos
deis_egresos,2019.csv,DEIS/Egresos/2019.csv,308548956,2b8f91139bf95668025b762f625efca1446f76eda02dc348310a0b7635aa2b25,2024-10-18 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2019,All discharges from public and private establishments reported to DEIS (broader than the GRD public panel),"Residence comuna/region of the patient (COMUNA_RESIDENCIA, 5-digit DEIS code with leading zero) and establishment sector (PERTENENCIA_ESTABLECIMIENTO_SALUD)","sep=';'; DIAG1, DIAG2 (ICD-10; F84 only in principal or one secondary position), ANO_EGRESO, GRUPO_EDAD, SEXO, COMUNA_RESIDENCIA, REGION_RESIDENCIA, PREVISION, DIAS_ESTADA, CONDICION_EGRESO",flow (discharges in the year),All DEIS discharges of the same year; INE population,"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,ASESORIAS_DATA_ROOT,data,"DEIS, Ministerio de Salud",,DEIS/Egresos/metadata/canonical_manifest.csv,2b8f91139bf95668025b762f625efca1446f76eda02dc348310a0b7635aa2b25,True,308548956,True,2024-10-18,https://deis.minsal.cl/#datosabiertos
deis_egresos,2020.csv,DEIS/Egresos/2020.csv,245975785,7a26483c6853a3820eb95c6f9e76dab6023f82079caf6a5c688ff410f11928ea,2024-10-18 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2020,All discharges from public and private establishments reported to DEIS (broader than the GRD public panel),"Residence comuna/region of the patient (COMUNA_RESIDENCIA, 5-digit DEIS code with leading zero) and establishment sector (PERTENENCIA_ESTABLECIMIENTO_SALUD)","sep=';'; DIAG1, DIAG2 (ICD-10; F84 only in principal or one secondary position), ANO_EGRESO, GRUPO_EDAD, SEXO, COMUNA_RESIDENCIA, REGION_RESIDENCIA, PREVISION, DIAS_ESTADA, CONDICION_EGRESO",flow (discharges in the year),All DEIS discharges of the same year; INE population,"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,ASESORIAS_DATA_ROOT,data,"DEIS, Ministerio de Salud",,DEIS/Egresos/metadata/canonical_manifest.csv,7a26483c6853a3820eb95c6f9e76dab6023f82079caf6a5c688ff410f11928ea,True,245975785,True,2024-10-18,https://deis.minsal.cl/#datosabiertos
deis_egresos,2021.csv,DEIS/Egresos/2021.csv,272252436,ca763dd6a51c492f4dc813a8c58ab6ab8181c26be10314eb39cdb616b7b2f2a5,2024-10-18 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2021,All discharges from public and private establishments reported to DEIS (broader than the GRD public panel),"Residence comuna/region of the patient (COMUNA_RESIDENCIA, 5-digit DEIS code with leading zero) and establishment sector (PERTENENCIA_ESTABLECIMIENTO_SALUD)","sep=';'; DIAG1, DIAG2 (ICD-10; F84 only in principal or one secondary position), ANO_EGRESO, GRUPO_EDAD, SEXO, COMUNA_RESIDENCIA, REGION_RESIDENCIA, PREVISION, DIAS_ESTADA, CONDICION_EGRESO",flow (discharges in the year),All DEIS discharges of the same year; INE population,"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,ASESORIAS_DATA_ROOT,data,"DEIS, Ministerio de Salud",,DEIS/Egresos/metadata/canonical_manifest.csv,ca763dd6a51c492f4dc813a8c58ab6ab8181c26be10314eb39cdb616b7b2f2a5,True,272252436,True,2024-10-18,https://deis.minsal.cl/#datosabiertos
deis_egresos,2022.csv,DEIS/Egresos/2022.csv,357942502,92511395bcf5ba42f36f97b60252746cb6068919c8d9d50d7163cdbca0d8ffce,2024-10-18 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2022,All discharges from public and private establishments reported to DEIS (broader than the GRD public panel),"Residence comuna/region of the patient (COMUNA_RESIDENCIA, 5-digit DEIS code with leading zero) and establishment sector (PERTENENCIA_ESTABLECIMIENTO_SALUD)","sep=';'; DIAG1, DIAG2 (ICD-10; F84 only in principal or one secondary position), ANO_EGRESO, GRUPO_EDAD, SEXO, COMUNA_RESIDENCIA, REGION_RESIDENCIA, PREVISION, DIAS_ESTADA, CONDICION_EGRESO",flow (discharges in the year),All DEIS discharges of the same year; INE population,"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,ASESORIAS_DATA_ROOT,data,"DEIS, Ministerio de Salud",,DEIS/Egresos/metadata/canonical_manifest.csv,92511395bcf5ba42f36f97b60252746cb6068919c8d9d50d7163cdbca0d8ffce,True,357942502,True,2024-10-18,https://deis.minsal.cl/#datosabiertos
deis_egresos,2023.csv,DEIS/Egresos/2023.csv,278312188,4b5d1d573254d2597d41c6ac953808281b92ea43d85e49a67f0d3393f21fe5de,2024-10-18 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2023,All discharges from public and private establishments reported to DEIS (broader than the GRD public panel),"Residence comuna/region of the patient (COMUNA_RESIDENCIA, 5-digit DEIS code with leading zero) and establishment sector (PERTENENCIA_ESTABLECIMIENTO_SALUD)","sep=';'; DIAG1, DIAG2 (ICD-10; F84 only in principal or one secondary position), ANO_EGRESO, GRUPO_EDAD, SEXO, COMUNA_RESIDENCIA, REGION_RESIDENCIA, PREVISION, DIAS_ESTADA, CONDICION_EGRESO",flow (discharges in the year),All DEIS discharges of the same year; INE population,"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,ASESORIAS_DATA_ROOT,data,"DEIS, Ministerio de Salud",,DEIS/Egresos/metadata/canonical_manifest.csv,4b5d1d573254d2597d41c6ac953808281b92ea43d85e49a67f0d3393f21fe5de,True,278312188,True,2024-10-18,https://deis.minsal.cl/#datosabiertos
deis_egresos,2024.csv,DEIS/Egresos/2024.csv,245748131,38a6b99d04e9cc04c784a497d5d27873cab67168c5c41866f754825046339976,2025-08-05 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2024,All discharges from public and private establishments reported to DEIS (broader than the GRD public panel),"Residence comuna/region of the patient (COMUNA_RESIDENCIA, 5-digit DEIS code with leading zero) and establishment sector (PERTENENCIA_ESTABLECIMIENTO_SALUD)","sep=';'; DIAG1, DIAG2 (ICD-10; F84 only in principal or one secondary position), ANO_EGRESO, GRUPO_EDAD, SEXO, COMUNA_RESIDENCIA, REGION_RESIDENCIA, PREVISION, DIAS_ESTADA, CONDICION_EGRESO",flow (discharges in the year),All DEIS discharges of the same year; INE population,"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,ASESORIAS_DATA_ROOT,data,"DEIS, Ministerio de Salud",,DEIS/Egresos/metadata/canonical_manifest.csv,38a6b99d04e9cc04c784a497d5d27873cab67168c5c41866f754825046339976,True,245748131,True,2025-08-05,https://deis.minsal.cl/#datosabiertos
deis_egresos_dictionary,Diccionario BD egresos hospitalario.xlsx,DEIS/Egresos/metadata/Diccionario BD egresos hospitalario.xlsx,684270,007209250d4ae56fd2f11a3e96242a8336750e31a47fda9f70bb8061676b1f9c,2026-06-24 (file mtime; not dated in any manifest),Variable dictionary of the DEIS discharge database,2001-2024,not applicable (metadata),not applicable,"Variable names, categories and age groups of DEIS discharges",not applicable (dictionary),not applicable,"Check variant schemas (2012, 2021, 2024)",not applicable,Interpretation only,ASESORIAS_DATA_ROOT,dictionary,"DEIS, Ministerio de Salud",,,,not_listed,,not_listed,2026-06-24,https://deis.minsal.cl/#datosabiertos
fonasa_aggregates,Resultados_201812.rar,FONASA/Resultados_201812.rar,3494968,ab62a8a339bd8764ef06f3c49adc18bc30521e4656ca5e586e9fba0dd227b50c,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2018,"FONASA beneficiaries at 31 December (national totals 14,841,577 in 2019 to 17,132,611 in 2025)",Mixed: comuna of the APS enrolment centre for enrolled persons and domicile for non-enrolled; the variable INSCRITO_APS that separates the mixture disappears from 2023; never treat as homogeneous residence,"Archive member CSV (bsdtar -xf; rar for 2018-2021, zip for 2022-2025). 2018-2020: MES_INFORMACION, TITULAR_CARGA, TRAMO, SEXO, EDAD_TRAMO, NACIONALIDAD, TIPO_ASEGURADO, DIRECCION_ZONAL, SERVICIO_SALUD, REGION, COMUNA, INSCRITO_APS, CUENTA_BENEFICIARIOS; 2021-2022 drop TIPO_ASEGURADO; 2023: TRAMO_FONASA and no INSCRITO_APS/DIRECCION_ZONAL; 2024-2025: REGION, COMUNA, SEXO, EDAD_TRAMO, NACIONALIDAD, TITULAR_CARGA, TRAMO, BENEFICIARIOS",stock (December snapshot),"Public insurance coverage denominator by comuna, age group and sex (insurance layer, distinct from INE, APS and REM-20)","Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018-2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018-2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,ASESORIAS_DATA_ROOT,data,Fondo Nacional de Salud (FONASA),Resultados Beneficiarios 201812.csv,Autism/metadata/download_manifest.csv,ab62a8a339bd8764ef06f3c49adc18bc30521e4656ca5e586e9fba0dd227b50c,True,3494968,True,2026-09-04,https://datosabiertos.fonasa.cl/dimensiones-beneficiarios/
fonasa_aggregates,Resultados_201912.rar,FONASA/Resultados_201912.rar,3792730,8b1b8d90f22c8d4e5163c732ece657cacc1ae6cf6a059b55a4820449d557e6bd,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2019,"FONASA beneficiaries at 31 December (national totals 14,841,577 in 2019 to 17,132,611 in 2025)",Mixed: comuna of the APS enrolment centre for enrolled persons and domicile for non-enrolled; the variable INSCRITO_APS that separates the mixture disappears from 2023; never treat as homogeneous residence,"Archive member CSV (bsdtar -xf; rar for 2018-2021, zip for 2022-2025). 2018-2020: MES_INFORMACION, TITULAR_CARGA, TRAMO, SEXO, EDAD_TRAMO, NACIONALIDAD, TIPO_ASEGURADO, DIRECCION_ZONAL, SERVICIO_SALUD, REGION, COMUNA, INSCRITO_APS, CUENTA_BENEFICIARIOS; 2021-2022 drop TIPO_ASEGURADO; 2023: TRAMO_FONASA and no INSCRITO_APS/DIRECCION_ZONAL; 2024-2025: REGION, COMUNA, SEXO, EDAD_TRAMO, NACIONALIDAD, TITULAR_CARGA, TRAMO, BENEFICIARIOS",stock (December snapshot),"Public insurance coverage denominator by comuna, age group and sex (insurance layer, distinct from INE, APS and REM-20)","Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018-2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018-2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,ASESORIAS_DATA_ROOT,data,Fondo Nacional de Salud (FONASA),Resultados Beneficiarios 201912.csv,Autism/metadata/download_manifest.csv; FONASA/metadata/source_manifest.csv,8b1b8d90f22c8d4e5163c732ece657cacc1ae6cf6a059b55a4820449d557e6bd,True,3792730,True,2026-07-17,https://datosabiertos.fonasa.cl/dimensiones-beneficiarios/
fonasa_aggregates,Resultados_202012.rar,FONASA/Resultados_202012.rar,3964279,e364d6144fd0b62154f5df56e9cc832357356e80f5b0ee1b60562befe02c9c69,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2020,"FONASA beneficiaries at 31 December (national totals 14,841,577 in 2019 to 17,132,611 in 2025)",Mixed: comuna of the APS enrolment centre for enrolled persons and domicile for non-enrolled; the variable INSCRITO_APS that separates the mixture disappears from 2023; never treat as homogeneous residence,"Archive member CSV (bsdtar -xf; rar for 2018-2021, zip for 2022-2025). 2018-2020: MES_INFORMACION, TITULAR_CARGA, TRAMO, SEXO, EDAD_TRAMO, NACIONALIDAD, TIPO_ASEGURADO, DIRECCION_ZONAL, SERVICIO_SALUD, REGION, COMUNA, INSCRITO_APS, CUENTA_BENEFICIARIOS; 2021-2022 drop TIPO_ASEGURADO; 2023: TRAMO_FONASA and no INSCRITO_APS/DIRECCION_ZONAL; 2024-2025: REGION, COMUNA, SEXO, EDAD_TRAMO, NACIONALIDAD, TITULAR_CARGA, TRAMO, BENEFICIARIOS",stock (December snapshot),"Public insurance coverage denominator by comuna, age group and sex (insurance layer, distinct from INE, APS and REM-20)","Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018-2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018-2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,ASESORIAS_DATA_ROOT,data,Fondo Nacional de Salud (FONASA),Resultados Beneficiarios 202012.csv,Autism/metadata/download_manifest.csv; FONASA/metadata/source_manifest.csv,e364d6144fd0b62154f5df56e9cc832357356e80f5b0ee1b60562befe02c9c69,True,3964279,True,2026-07-17,https://datosabiertos.fonasa.cl/dimensiones-beneficiarios/
fonasa_aggregates,Resultados_202112.rar,FONASA/Resultados_202112.rar,1496429,804dacfb83a8498aca21df199d2e08bda0730c8c79b370a6ad57a2c4973e72bb,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2021,"FONASA beneficiaries at 31 December (national totals 14,841,577 in 2019 to 17,132,611 in 2025)",Mixed: comuna of the APS enrolment centre for enrolled persons and domicile for non-enrolled; the variable INSCRITO_APS that separates the mixture disappears from 2023; never treat as homogeneous residence,"Archive member CSV (bsdtar -xf; rar for 2018-2021, zip for 2022-2025). 2018-2020: MES_INFORMACION, TITULAR_CARGA, TRAMO, SEXO, EDAD_TRAMO, NACIONALIDAD, TIPO_ASEGURADO, DIRECCION_ZONAL, SERVICIO_SALUD, REGION, COMUNA, INSCRITO_APS, CUENTA_BENEFICIARIOS; 2021-2022 drop TIPO_ASEGURADO; 2023: TRAMO_FONASA and no INSCRITO_APS/DIRECCION_ZONAL; 2024-2025: REGION, COMUNA, SEXO, EDAD_TRAMO, NACIONALIDAD, TITULAR_CARGA, TRAMO, BENEFICIARIOS",stock (December snapshot),"Public insurance coverage denominator by comuna, age group and sex (insurance layer, distinct from INE, APS and REM-20)","Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018-2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018-2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,ASESORIAS_DATA_ROOT,data,Fondo Nacional de Salud (FONASA),Resultados Beneficiarios 202112.csv,Autism/metadata/download_manifest.csv; FONASA/metadata/source_manifest.csv,804dacfb83a8498aca21df199d2e08bda0730c8c79b370a6ad57a2c4973e72bb,True,1496429,True,2026-07-17,https://datosabiertos.fonasa.cl/dimensiones-beneficiarios/
fonasa_aggregates,Resultados_202212.zip,FONASA/Resultados_202212.zip,2521984,70311659098bda3482ccd6539a5e1aa0fe3ad726b08b358b7797ec59247bdcb2,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2022,"FONASA beneficiaries at 31 December (national totals 14,841,577 in 2019 to 17,132,611 in 2025)",Mixed: comuna of the APS enrolment centre for enrolled persons and domicile for non-enrolled; the variable INSCRITO_APS that separates the mixture disappears from 2023; never treat as homogeneous residence,"Archive member CSV (bsdtar -xf; rar for 2018-2021, zip for 2022-2025). 2018-2020: MES_INFORMACION, TITULAR_CARGA, TRAMO, SEXO, EDAD_TRAMO, NACIONALIDAD, TIPO_ASEGURADO, DIRECCION_ZONAL, SERVICIO_SALUD, REGION, COMUNA, INSCRITO_APS, CUENTA_BENEFICIARIOS; 2021-2022 drop TIPO_ASEGURADO; 2023: TRAMO_FONASA and no INSCRITO_APS/DIRECCION_ZONAL; 2024-2025: REGION, COMUNA, SEXO, EDAD_TRAMO, NACIONALIDAD, TITULAR_CARGA, TRAMO, BENEFICIARIOS",stock (December snapshot),"Public insurance coverage denominator by comuna, age group and sex (insurance layer, distinct from INE, APS and REM-20)","Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018-2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018-2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,ASESORIAS_DATA_ROOT,data,Fondo Nacional de Salud (FONASA),Beneficiarios Fonasa 2022.csv,Autism/metadata/download_manifest.csv; FONASA/metadata/source_manifest.csv,70311659098bda3482ccd6539a5e1aa0fe3ad726b08b358b7797ec59247bdcb2,True,2521984,True,2026-07-17,https://datosabiertos.fonasa.cl/dimensiones-beneficiarios/
fonasa_aggregates,Resultados_202312.zip,FONASA/Resultados_202312.zip,730429,7e2d584cee473b5b83b24e361c9f7d1b9a594833ffe008df3f64b64b8d1aed84,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2023,"FONASA beneficiaries at 31 December (national totals 14,841,577 in 2019 to 17,132,611 in 2025)",Mixed: comuna of the APS enrolment centre for enrolled persons and domicile for non-enrolled; the variable INSCRITO_APS that separates the mixture disappears from 2023; never treat as homogeneous residence,"Archive member CSV (bsdtar -xf; rar for 2018-2021, zip for 2022-2025). 2018-2020: MES_INFORMACION, TITULAR_CARGA, TRAMO, SEXO, EDAD_TRAMO, NACIONALIDAD, TIPO_ASEGURADO, DIRECCION_ZONAL, SERVICIO_SALUD, REGION, COMUNA, INSCRITO_APS, CUENTA_BENEFICIARIOS; 2021-2022 drop TIPO_ASEGURADO; 2023: TRAMO_FONASA and no INSCRITO_APS/DIRECCION_ZONAL; 2024-2025: REGION, COMUNA, SEXO, EDAD_TRAMO, NACIONALIDAD, TITULAR_CARGA, TRAMO, BENEFICIARIOS",stock (December snapshot),"Public insurance coverage denominator by comuna, age group and sex (insurance layer, distinct from INE, APS and REM-20)","Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018-2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018-2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,ASESORIAS_DATA_ROOT,data,Fondo Nacional de Salud (FONASA),Beneficiarios 2023.csv,Autism/metadata/download_manifest.csv; FONASA/metadata/source_manifest.csv,7e2d584cee473b5b83b24e361c9f7d1b9a594833ffe008df3f64b64b8d1aed84,True,730429,True,2026-07-17,https://datosabiertos.fonasa.cl/dimensiones-beneficiarios/
fonasa_aggregates,Resultados_202412.zip,FONASA/Resultados_202412.zip,1082516,b4361ffe69e1977ab01dc5ba58097f0143a52543682aedb03fdcc2459244960c,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2024,"FONASA beneficiaries at 31 December (national totals 14,841,577 in 2019 to 17,132,611 in 2025)",Mixed: comuna of the APS enrolment centre for enrolled persons and domicile for non-enrolled; the variable INSCRITO_APS that separates the mixture disappears from 2023; never treat as homogeneous residence,"Archive member CSV (bsdtar -xf; rar for 2018-2021, zip for 2022-2025). 2018-2020: MES_INFORMACION, TITULAR_CARGA, TRAMO, SEXO, EDAD_TRAMO, NACIONALIDAD, TIPO_ASEGURADO, DIRECCION_ZONAL, SERVICIO_SALUD, REGION, COMUNA, INSCRITO_APS, CUENTA_BENEFICIARIOS; 2021-2022 drop TIPO_ASEGURADO; 2023: TRAMO_FONASA and no INSCRITO_APS/DIRECCION_ZONAL; 2024-2025: REGION, COMUNA, SEXO, EDAD_TRAMO, NACIONALIDAD, TITULAR_CARGA, TRAMO, BENEFICIARIOS",stock (December snapshot),"Public insurance coverage denominator by comuna, age group and sex (insurance layer, distinct from INE, APS and REM-20)","Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018-2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018-2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,ASESORIAS_DATA_ROOT,data,Fondo Nacional de Salud (FONASA),Beneficiarios 2024.csv,Autism/metadata/download_manifest.csv; FONASA/metadata/source_manifest.csv,b4361ffe69e1977ab01dc5ba58097f0143a52543682aedb03fdcc2459244960c,True,1082516,True,2026-07-17,https://datosabiertos.fonasa.cl/dimensiones-beneficiarios/
fonasa_aggregates,Resultados_202512.zip,FONASA/Resultados_202512.zip,1164600,ae0528cf28e7ab4ad044a1b6005a28b779122f54d0527c88917c3a19bed9ec07,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2025,"FONASA beneficiaries at 31 December (national totals 14,841,577 in 2019 to 17,132,611 in 2025)",Mixed: comuna of the APS enrolment centre for enrolled persons and domicile for non-enrolled; the variable INSCRITO_APS that separates the mixture disappears from 2023; never treat as homogeneous residence,"Archive member CSV (bsdtar -xf; rar for 2018-2021, zip for 2022-2025). 2018-2020: MES_INFORMACION, TITULAR_CARGA, TRAMO, SEXO, EDAD_TRAMO, NACIONALIDAD, TIPO_ASEGURADO, DIRECCION_ZONAL, SERVICIO_SALUD, REGION, COMUNA, INSCRITO_APS, CUENTA_BENEFICIARIOS; 2021-2022 drop TIPO_ASEGURADO; 2023: TRAMO_FONASA and no INSCRITO_APS/DIRECCION_ZONAL; 2024-2025: REGION, COMUNA, SEXO, EDAD_TRAMO, NACIONALIDAD, TITULAR_CARGA, TRAMO, BENEFICIARIOS",stock (December snapshot),"Public insurance coverage denominator by comuna, age group and sex (insurance layer, distinct from INE, APS and REM-20)","Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018-2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018-2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,ASESORIAS_DATA_ROOT,data,Fondo Nacional de Salud (FONASA),Beneficiarios 2025.csv,Autism/metadata/download_manifest.csv,ae0528cf28e7ab4ad044a1b6005a28b779122f54d0527c88917c3a19bed9ec07,True,1164600,True,2026-09-04,https://datosabiertos.fonasa.cl/dimensiones-beneficiarios/
